Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Mississippi,US,2021-04-01 4:27,34.74023475,-88.23917219,2209,67,,,"Tishomingo, Mississippi, US",11396.58464,3.033046627
Mississippi,US,2021-04-01 4:27,34.64967704,-90.37481167,1019,25,,,"Tunica, Mississippi, US",10579.31894,2.453385672
Mississippi,US,2021-04-01 4:27,,,0,0,,,"Unassigned, Mississippi, US",,
Mississippi,US,2021-04-01 4:27,34.49162015,-89.00776006,4008,74,,,"Union, Mississippi, US",13909.42218,1.846307385
Mississippi,US,2021-04-01 4:27,31.14971548,-90.10446654,1295,42,,,"Walthall, Mississippi, US",9064.818704,3.243243243
Mississippi,US,2021-04-01 4:27,32.35810271,-90.83352619,4248,117,,,"Warren, Mississippi, US",9360.745687,2.754237288
Mississippi,US,2021-04-01 4:27,33.28392041,-90.94196237,5264,132,,,"Washington, Mississippi, US",11988.43062,2.507598784
Mississippi,US,2021-04-01 4:27,31.64135687,-88.69573913,2607,41,,,"Wayne, Mississippi, US",12916.81118,1.572688914
Mississippi,US,2021-04-01 4:27,33.61300486,-89.28392912,1133,32,,,"Webster, Mississippi, US",11693.67324,2.824360106
Mississippi,US,2021-04-01 4:27,31.16078225,-91.31018819,638,27,,,"Wilkinson, Mississippi, US",7392.815759,4.231974922
Mississippi,US,2021-04-01 4:27,33.08747908,-89.03391385,2253,80,,,"Winston, Mississippi, US",12548.03676,3.550821127
Mississippi,US,2021-04-01 4:27,34.02824175,-89.7076205,1559,36,,,"Yalobusha, Mississippi, US",12875.78461,2.309172547
Mississippi,US,2021-04-01 4:27,32.77890365,-90.39656148,3027,67,,,"Yazoo, Mississippi, US",10195.35197,2.21341262
Missouri,US,2021-04-01 4:27,40.19058551,-92.60078167,2399,18,,,"Adair, Missouri, US",9466.124768,0.75031263
Missouri,US,2021-04-01 4:27,39.98492163,-94.80163024,1865,18,,,"Andrew, Missouri, US",10529.58446,0.965147453
Missouri,US,2021-04-01 4:27,40.43238737,-95.42970639,442,6,,,"Atchison, Missouri, US",8594.205717,1.357466063
Missouri,US,2021-04-01 4:27,39.215877,-91.84242683,2763,57,,,"Audrain, Missouri, US",10883.09438,2.062975027
Missouri,US,2021-04-01 4:27,36.70978521,-93.82919888,2889,45,,,"Barry, Missouri, US",8072.312722,1.557632399
Missouri,US,2021-04-01 4:27,37.50207671,-94.34757022,1165,14,,,"Barton, Missouri, US",9911.519483,1.201716738
Missouri,US,2021-04-01 4:27,38.25271289,-94.34113157,1312,27,,,"Bates, Missouri, US",8112.787534,2.057926829
Missouri,US,2021-04-01 4:27,38.29503305,-93.28756116,1660,29,,,"Benton, Missouri, US",8537.777092,1.746987952
Missouri,US,2021-04-01 4:27,37.32449052,-90.02725304,1126,12,,,"Bollinger, Missouri, US",9280.474738,1.065719361
Missouri,US,2021-04-01 4:27,38.99186229,-92.30723575,17564,86,,,"Boone, Missouri, US",9732.743,0.489637896
Missouri,US,2021-04-01 4:27,39.65816401,-94.80138942,9251,141,,,"Buchanan, Missouri, US",10589.02981,1.52415955
Missouri,US,2021-04-01 4:27,36.71462476,-90.40421163,4139,39,,,"Butler, Missouri, US",9743.867414,0.942256584
Missouri,US,2021-04-01 4:27,39.65620858,-93.98308093,767,11,,,"Caldwell, Missouri, US",8503.325942,1.434159061
Missouri,US,2021-04-01 4:27,38.83674754,-91.92186505,4899,47,,,"Callaway, Missouri, US",10949.19876,0.959379465
Missouri,US,2021-04-01 4:27,38.02199522,-92.76083747,4006,85,,,"Camden, Missouri, US",8651.333549,2.121817274
Missouri,US,2021-04-01 4:27,37.38489388,-89.6843587,8892,131,,,"Cape Girardeau, Missouri, US",11274.10582,1.473234368
Missouri,US,2021-04-01 4:27,39.42762566,-93.50626255,1059,23,,,"Carroll, Missouri, US",12201.86657,2.171860246
Missouri,US,2021-04-01 4:27,36.94160441,-90.96051322,548,9,,,"Carter, Missouri, US",9160.815781,1.642335766
Missouri,US,2021-04-01 4:27,38.64789422,-94.353399,8946,99,,,"Cass, Missouri, US",8457.175269,1.106639839
Missouri,US,2021-04-01 4:27,37.72391475,-93.85445441,1091,20,,,"Cedar, Missouri, US",7603.317304,1.833180568
Missouri,US,2021-04-01 4:27,39.51499357,-92.9629191,667,6,,,"Chariton, Missouri, US",8981.955292,0.899550225
Missouri,US,2021-04-01 4:27,36.9711783,-93.18537118,8295,88,,,"Christian, Missouri, US",9362.83086,1.060880048
Missouri,US,2021-04-01 4:27,40.41040752,-91.73661677,673,7,,,"Clark, Missouri, US",9901.4271,1.040118871
Missouri,US,2021-04-01 4:27,39.31132056,-94.41850862,9815,159,,,"Clay, Missouri, US",3926.816778,1.619969435
Missouri,US,2021-04-01 4:27,39.6013098,-94.40465394,2036,65,,,"Clinton, Missouri, US",9986.756266,3.192534381
Missouri,US,2021-04-01 4:27,38.50455671,-92.27860244,9031,121,,,"Cole, Missouri, US",11767.54186,1.339829476
Missouri,US,2021-04-01 4:27,38.844478,-92.80896081,1905,27,,,"Cooper, Missouri, US",10757.24208,1.417322835
Missouri,US,2021-04-01 4:27,37.97663738,-91.30528104,2494,35,,,"Crawford, Missouri, US",10426.4214,1.403368083
Missouri,US,2021-04-01 4:27,37.431814,-93.8503345,565,15,,,"Dade, Missouri, US",7472.55654,2.654867257
Missouri,US,2021-04-01 4:27,37.6811355,-93.02127031,1252,26,,,"Dallas, Missouri, US",7417.940514,2.076677316
Missouri,US,2021-04-01 4:27,39.96145298,-93.98519678,735,11,,,"Daviess, Missouri, US",8878.95627,1.496598639
Missouri,US,2021-04-01 4:27,39.89201062,-94.40476508,1148,30,,,"DeKalb, Missouri, US",9149.597513,2.613240418
Missouri,US,2021-04-01 4:27,37.60663134,-91.50790473,913,17,,,"Dent, Missouri, US",5862.711103,1.861993428
Missouri,US,2021-04-01 4:27,36.9325593,-92.49905109,900,27,,,"Douglas, Missouri, US",6825.938567,3
Missouri,US,2021-04-01 4:27,36.27167174,-90.09122243,2751,19,,,"Dunklin, Missouri, US",9443.54811,0.690657943
Missouri,US,2021-04-01 4:27,38.41127108,-91.07522826,10397,177,,,"Franklin, Missouri, US",10000.28855,1.702414158
Missouri,US,2021-04-01 4:27,38.43947277,-91.50847147,1565,43,,,"Gasconade, Missouri, US",10641.91486,2.747603834
Missouri,US,2021-04-01 4:27,40.21097916,-94.40944419,837,20,,,"Gentry, Missouri, US",12737.78725,2.38948626
Missouri,US,2021-04-01 4:27,37.2575872,-93.34230916,27693,451,,,"Greene, Missouri, US",9448.762479,1.628570397
Missouri,US,2021-04-01 4:27,40.11406587,-93.56509276,1010,34,,,"Grundy, Missouri, US",10253.80711,3.366336634
Missouri,US,2021-04-01 4:27,40.35570088,-93.99222144,924,14,,,"Harrison, Missouri, US",11063.21839,1.515151515
Missouri,US,2021-04-01 4:27,38.38482826,-93.79293734,2010,38,,,"Henry, Missouri, US",9210.043988,1.890547264
Missouri,US,2021-04-01 4:27,37.94163617,-93.3203037,646,14,,,"Hickory, Missouri, US",6768.650461,2.167182663
Missouri,US,2021-04-01 4:27,40.09799248,-95.2163888,424,11,,,"Holt, Missouri, US",9629.797865,2.594339623
Missouri,US,2021-04-01 4:27,39.1435761,-92.69756691,1061,7,,,"Howard, Missouri, US",10608.93911,0.659754948
Missouri,US,2021-04-01 4:27,36.77383887,-91.88683935,3482,43,,,"Howell, Missouri, US",8679.612135,1.234922458
Missouri,US,2021-04-01 4:27,37.55487945,-90.7735296,902,6,,,"Iron, Missouri, US",8908.641975,0.66518847
Missouri,US,2021-04-01 4:27,39.01002188,-94.34724536,37221,407,,,"Jackson, Missouri, US",5294.51175,1.093468741
Missouri,US,2021-04-01 4:27,37.20351921,-94.34050458,15329,231,,,"Jasper, Missouri, US",12634.34656,1.506947616
Missouri,US,2021-04-01 4:27,38.25926778,-90.53870896,22099,234,,,"Jefferson, Missouri, US",9818.24321,1.058871442
Missouri,US,2021-04-01 4:27,38.74719601,-93.80691168,4922,49,,,"Johnson, Missouri, US",9104.361659,0.995530272
Missouri,US,2021-04-01 4:27,39.0997,-94.5786,42550,555,,,"Kansas City, Missouri, US",8702.445888,1.304347826
Missouri,US,2021-04-01 4:27,40.12699751,-92.14780832,382,2,,,"Knox, Missouri, US",9648.901238,0.523560209
Missouri,US,2021-04-01 4:27,37.65896829,-92.5888493,3254,68,,,"Laclede, Missouri, US",9108.97741,2.08973571
Missouri,US,2021-04-01 4:27,39.06986886,-93.78076396,3075,56,,,"Lafayette, Missouri, US",9401.369695,1.821138211
Missouri,US,2021-04-01 4:27,37.10626634,-93.83293097,3407,79,,,"Lawrence, Missouri, US",8882.805371,2.318755503
Missouri,US,2021-04-01 4:27,40.09673161,-91.72070156,1038,12,,,"Lewis, Missouri, US",10617.83961,1.156069364
Missouri,US,2021-04-01 4:27,39.05345619,-90.95588181,5556,39,,,"Lincoln, Missouri, US",9414.874689,0.701943844
Missouri,US,2021-04-01 4:27,39.87001769,-93.10704106,1209,12,,,"Linn, Missouri, US",10142.61745,0.992555831
Missouri,US,2021-04-01 4:27,39.78110272,-93.54645978,1723,39,,,"Livingston, Missouri, US",11315.42654,2.263493906
Missouri,US,2021-04-01 4:27,39.83049768,-92.56453089,1553,15,,,"Macon, Missouri, US",10273.20235,0.965872505
Missouri,US,2021-04-01 4:27,37.47865134,-90.3467143,1614,16,,,"Madison, Missouri, US",13352.08471,0.991325898
Missouri,US,2021-04-01 4:27,38.16193985,-91.92249662,627,8,,,"Maries, Missouri, US",7209.382546,1.275917065
Missouri,US,2021-04-01 4:27,39.80601912,-91.62203062,3603,43,,,"Marion, Missouri, US",12628.81178,1.193449903
Missouri,US,2021-04-01 4:27,36.62869595,-94.34867205,2340,26,,,"McDonald, Missouri, US",10246.52975,1.111111111
Missouri,US,2021-04-01 4:27,40.42212303,-93.5682959,304,2,,,"Mercer, Missouri, US",8404.755322,0.657894737
Missouri,US,2021-04-01 4:27,38.21450288,-92.42610898,2509,53,,,"Miller, Missouri, US",9793.512627,2.112395377
Missouri,US,2021-04-01 4:27,36.82516239,-89.29505753,1435,27,,,"Mississippi, Missouri, US",10887.70865,1.881533101
Missouri,US,2021-04-01 4:27,38.63571781,-92.57976951,1772,31,,,"Moniteau, Missouri, US",10984.37887,1.749435666
Missouri,US,2021-04-01 4:27,39.49593978,-92.00043978,1012,11,,,"Monroe, Missouri, US",11707.5428,1.086956522
Missouri,US,2021-04-01 4:27,38.94022054,-91.47000721,1028,10,,,"Montgomery, Missouri, US",8899.662367,0.972762646
Missouri,US,2021-04-01 4:27,38.4181765,-92.88791859,1707,42,,,"Morgan, Missouri, US",8275.561158,2.460456942
Missouri,US,2021-04-01 4:27,36.59666326,-89.66070007,2100,43,,,"New Madrid, Missouri, US",12297.96205,2.047619048
Missouri,US,2021-04-01 4:27,36.90519407,-94.3394104,5243,74,,,"Newton, Missouri, US",9003.022186,1.411405684
Missouri,US,2021-04-01 4:27,40.36079813,-94.88133008,2653,25,,,"Nodaway, Missouri, US",12008.87199,0.942329438
Missouri,US,2021-04-01 4:27,36.68710164,-91.4033755,849,3,,,"Oregon, Missouri, US",8063.443822,0.35335689
Missouri,US,2021-04-01 4:27,38.46036182,-91.8613635,1625,14,,,"Osage, Missouri, US",11935.36541,0.861538462
Missouri,US,2021-04-01 4:27,36.64916339,-92.44459066,677,17,,,"Ozark, Missouri, US",7379.550905,2.511078287
Missouri,US,2021-04-01 4:27,36.2130572,-89.78742322,1546,29,,,"Pemiscot, Missouri, US",9781.714647,1.875808538
Missouri,US,2021-04-01 4:27,37.70660776,-89.82741088,2161,29,,,"Perry, Missouri, US",11292.85117,1.34197131
Missouri,US,2021-04-01 4:27,38.72798918,-93.28471706,5068,78,,,"Pettis, Missouri, US",11970.05125,1.539068666
Missouri,US,2021-04-01 4:27,37.87736118,-91.79351727,3719,127,,,"Phelps, Missouri, US",8343.61609,3.414896478
Missouri,US,2021-04-01 4:27,39.34310674,-91.16980779,1791,23,,,"Pike, Missouri, US",9785.815758,1.284198772
Missouri,US,2021-04-01 4:27,39.38154439,-94.77068479,4056,45,,,"Platte, Missouri, US",3884.387749,1.109467456
Missouri,US,2021-04-01 4:27,37.6162296,-93.39828174,3247,31,,,"Polk, Missouri, US",10099.84758,0.954727441
Missouri,US,2021-04-01 4:27,37.82462075,-92.20783203,3450,51,,,"Pulaski, Missouri, US",6558.062615,1.47826087
Missouri,US,2021-04-01 4:27,40.47942497,-93.02042674,296,4,,,"Putnam, Missouri, US",6303.236797,1.351351351
Missouri,US,2021-04-01 4:27,39.52817427,-91.51838643,1052,12,,,"Ralls, Missouri, US",10204.67553,1.140684411
Missouri,US,2021-04-01 4:27,39.44007257,-92.4971374,2651,30,,,"Randolph, Missouri, US",10711.97673,1.131648435
Missouri,US,2021-04-01 4:27,39.3537468,-93.98905745,1941,27,,,"Ray, Missouri, US",8432.531063,1.391035549
Missouri,US,2021-04-01 4:27,37.36085952,-90.97009925,380,3,,,"Reynolds, Missouri, US",6060.606061,0.789473684
Missouri,US,2021-04-01 4:27,36.65460667,-90.85990261,1052,15,,,"Ripley, Missouri, US",7916.91752,1.425855513
Missouri,US,2021-04-01 4:27,39.13734288,-93.20259964,2884,38,,,"Saline, Missouri, US",12670.79654,1.317614424
Missouri,US,2021-04-01 4:27,40.46921489,-92.52311943,330,5,,,"Schuyler, Missouri, US",7081.545064,1.515151515
Missouri,US,2021-04-01 4:27,40.45214695,-92.14709064,308,3,,,"Scotland, Missouri, US",6283.149735,0.974025974
Missouri,US,2021-04-01 4:27,37.05588075,-89.56474493,4704,83,,,"Scott, Missouri, US",12288.40125,1.764455782
Missouri,US,2021-04-01 4:27,37.15772072,-91.40190382,592,12,,,"Shannon, Missouri, US",7249.571394,2.027027027
Missouri,US,2021-04-01 4:27,39.79742518,-92.07634971,577,7,,,"Shelby, Missouri, US",9730.185497,1.213171577
Missouri,US,2021-04-01 4:27,38.77875681,-90.66662425,41218,438,,,"St. Charles, Missouri, US",10252.67274,1.062642535
Missouri,US,2021-04-01 4:27,38.03699437,-93.77631447,790,8,,,"St. Clair, Missouri, US",8406.938385,1.012658228
Missouri,US,2021-04-01 4:27,37.81214171,-90.47598685,8780,110,,,"St. Francois, Missouri, US",13062.56044,1.25284738
Missouri,US,2021-04-01 4:27,38.6377004,-90.4458375,92739,2099,,,"St. Louis, Missouri, US",9327.955502,2.263341205
Missouri,US,2021-04-01 4:27,38.63555736,-90.24349225,22556,450,,,"St. Louis City, Missouri, US",7504.25849,1.995034581
Missouri,US,2021-04-01 4:27,37.89090059,-90.1949941,1804,16,,,"Ste. Genevieve, Missouri, US",10081.59159,0.88691796
Missouri,US,2021-04-01 4:27,36.85571651,-89.9444155,2488,37,,,"Stoddard, Missouri, US",8571.920758,1.487138264
Missouri,US,2021-04-01 4:27,36.75000327,-93.45256475,2365,40,,,"Stone, Missouri, US",7401.727591,1.691331924
Missouri,US,2021-04-01 4:27,40.2099105,-93.11150106,857,14,,,"Sullivan, Missouri, US",14074.56068,1.633605601
Missouri,US,2021-04-01 4:27,36.65465345,-93.04075153,5180,90,,,"Taney, Missouri, US",9261.908168,1.737451737
Missouri,US,2021-04-01 4:27,37.31728859,-91.96564727,1823,22,,,"Texas, Missouri, US",7177.73053,1.206801975
Missouri,US,2021-04-01 4:27,,,0,0,,,"Unassigned, Missouri, US",,
Missouri,US,2021-04-01 4:27,37.8457799,-94.34127305,1943,42,,,"Vernon, Missouri, US",9449.010358,2.161605764
Missouri,US,2021-04-01 4:27,38.76529479,-91.16124662,3016,20,,,"Warren, Missouri, US",8460.265365,0.663129973
Missouri,US,2021-04-01 4:27,37.96130078,-90.87948158,2723,49,,,"Washington, Missouri, US",11010.91791,1.799485861
Missouri,US,2021-04-01 4:27,37.11303869,-90.46001416,1032,11,,,"Wayne, Missouri, US",8016.779306,1.065891473
Missouri,US,2021-04-01 4:27,37.2813734,-92.876329,3512,53,,,"Webster, Missouri, US",8870.478885,1.509111617
Missouri,US,2021-04-01 4:27,40.47945588,-94.42328751,164,2,,,"Worth, Missouri, US",8147.044213,1.219512195
Missouri,US,2021-04-01 4:27,37.27029221,-92.46914488,1555,29,,,"Wright, Missouri, US",8502.378479,1.864951768
Montana,US,2021-04-01 4:27,45.13434354,-112.8984694,894,8,,,"Beaverhead, Montana, US",9457.315138,0.894854586
Montana,US,2021-04-01 4:27,45.42335905,-107.492347,2484,72,,,"Big Horn, Montana, US",18650.0488,2.898550725
Montana,US,2021-04-01 4:27,48.43175214,-108.9582723,729,24,,,"Blaine, Montana, US",10911.54019,3.29218107
Montana,US,2021-04-01 4:27,46.33277565,-111.4955813,433,5,,,"Broadwater, Montana, US",6942.440276,1.154734411
Montana,US,2021-04-01 4:27,45.22850116,-109.0274047,853,13,,,"Carbon, Montana, US",7953.379953,1.524032825
Montana,US,2021-04-01 4:27,45.5197966,-104.5395536,147,5,,,"Carter, Montana, US",11741.21406,3.401360544
Montana,US,2021-04-01 4:27,47.30797024,-111.3467922,8438,150,,,"Cascade, Montana, US",10370.42499,1.777672434
Montana,US,2021-04-01 4:27,47.88084126,-110.4353362,494,5,,,"Chouteau, Montana, US",8766.63709,1.012145749
Montana,US,2021-04-01 4:27,46.25319932,-105.5737526,1170,16,,,"Custer, Montana, US",10261.35766,1.367521368
Montana,US,2021-04-01 4:27,48.78420029,-105.5476343,197,7,,,"Daniels, Montana, US",11656.80473,3.553299492
Montana,US,2021-04-01 4:27,47.26584855,-104.8944417,1101,30,,,"Dawson, Montana, US",12783.00244,2.72479564
Montana,US,2021-04-01 4:27,46.05953325,-113.073353,1063,14,,,"Deer Lodge, Montana, US",11630.19694,1.317027281
Montana,US,2021-04-01 4:27,46.33478338,-104.4183565,279,2,,,"Fallon, Montana, US",9803.232607,0.716845878
Montana,US,2021-04-01 4:27,47.26331584,-109.2245206,1086,29,,,"Fergus, Montana, US",9828.054299,2.670349908
Montana,US,2021-04-01 4:27,48.29575866,-114.0520569,11396,82,,,"Flathead, Montana, US",10978.17082,0.71955072
Montana,US,2021-04-01 4:27,45.54486106,-111.1692571,13155,58,,,"Gallatin, Montana, US",11495.70932,0.440896997
Montana,US,2021-04-01 4:27,47.27545948,-107.0002351,78,2,,,"Garfield, Montana, US",6200.317965,2.564102564
Montana,US,2021-04-01 4:27,48.70513576,-112.9934235,1527,41,,,"Glacier, Montana, US",11103.03207,2.685003274
Montana,US,2021-04-01 4:27,46.3816474,-109.1768522,54,2,,,"Golden Valley, Montana, US",6577.344702,3.703703704
Montana,US,2021-04-01 4:27,46.4060522,-113.4414186,190,2,,,"Granite, Montana, US",5622.965374,1.052631579
Montana,US,2021-04-01 4:27,48.62879827,-110.1129252,1940,42,,,"Hill, Montana, US",11768.98811,2.164948454
Montana,US,2021-04-01 4:27,46.14907081,-112.094396,1048,8,,,"Jefferson, Montana, US",8575.402995,0.763358779
Montana,US,2021-04-01 4:27,47.04581276,-110.2660688,90,1,,,"Judith Basin, Montana, US",4484.304933,1.111111111
Montana,US,2021-04-01 4:27,47.64514965,-114.0898013,1982,26,,,"Lake, Montana, US",6507.321558,1.311806256
Montana,US,2021-04-01 4:27,47.12610041,-112.394698,6560,71,,,"Lewis and Clark, Montana, US",9448.093098,1.082317073
Montana,US,2021-04-01 4:27,48.56084317,-111.024307,117,1,,,"Liberty, Montana, US",5006.418485,0.854700855
Montana,US,2021-04-01 4:27,48.54265777,-115.4046155,1558,13,,,"Lincoln, Montana, US",7797.797798,0.834403081
Montana,US,2021-04-01 4:27,45.30080065,-111.9173017,727,8,,,"Madison, Montana, US",8453.488372,1.100412655
Montana,US,2021-04-01 4:27,47.64469406,-105.7944994,182,1,,,"McCone, Montana, US",10937.5,0.549450549
Montana,US,2021-04-01 4:27,46.59907074,-110.8898557,126,7,,,"Meagher, Montana, US",6766.917293,5.555555556
Montana,US,2021-04-01 4:27,47.15283992,-115.0015239,249,0,,,"Mineral, Montana, US",5662.952013,0
Montana,US,2021-04-01 4:27,47.03728583,-113.9213508,8679,89,,,"Missoula, Montana, US",7256.688963,1.025463763
Montana,US,2021-04-01 4:27,46.49684637,-108.39498,322,8,,,"Musselshell, Montana, US",6950.140298,2.48447205
Montana,US,2021-04-01 4:27,45.48965095,-110.5264394,1189,15,,,"Park, Montana, US",7160.062628,1.26156434
Montana,US,2021-04-01 4:27,47.1182463,-108.2508876,12,1,,,"Petroleum, Montana, US",2464.065708,8.333333333
Montana,US,2021-04-01 4:27,48.25936577,-107.9128511,517,16,,,"Phillips, Montana, US",13075.36672,3.094777563
Montana,US,2021-04-01 4:27,48.22773388,-112.2252703,458,3,,,"Pondera, Montana, US",7748.265945,0.655021834
Montana,US,2021-04-01 4:27,45.39617714,-105.636738,118,6,,,"Powder River, Montana, US",7015.457788,5.084745763
Montana,US,2021-04-01 4:27,46.85538891,-112.9359164,903,7,,,"Powell, Montana, US",13105.95065,0.775193798
Montana,US,2021-04-01 4:27,46.86048047,-105.379384,138,2,,,"Prairie, Montana, US",12813.37047,1.449275362
Montana,US,2021-04-01 4:27,46.08520862,-114.1189164,2874,30,,,"Ravalli, Montana, US",6560.745103,1.043841336
Montana,US,2021-04-01 4:27,47.78668011,-104.5610786,1107,15,,,"Richland, Montana, US",10247.15357,1.35501355
Montana,US,2021-04-01 4:27,48.29607488,-105.0079268,1589,52,,,"Roosevelt, Montana, US",14440.20356,3.272498427
Montana,US,2021-04-01 4:27,46.23397237,-106.729288,1191,44,,,"Rosebud, Montana, US",13326.61967,3.694374475
Montana,US,2021-04-01 4:27,47.67657534,-115.1329916,604,11,,,"Sanders, Montana, US",4986.378271,1.821192053
Montana,US,2021-04-01 4:27,48.72085833,-104.503829,416,5,,,"Sheridan, Montana, US",12571.77395,1.201923077
Montana,US,2021-04-01 4:27,45.90018933,-112.6620092,3960,82,,,"Silver Bow, Montana, US",11341.83016,2.070707071
Montana,US,2021-04-01 4:27,45.67071407,-109.3950061,711,13,,,"Stillwater, Montana, US",7373.988799,1.828410689
Montana,US,2021-04-01 4:27,45.81367654,-109.9425686,381,7,,,"Sweet Grass, Montana, US",10195.34386,1.837270341
Montana,US,2021-04-01 4:27,47.83741052,-112.2410688,438,5,,,"Teton, Montana, US",7125.427038,1.141552511
Montana,US,2021-04-01 4:27,48.65577551,-111.6942414,711,10,,,"Toole, Montana, US",15012.66892,1.406469761
Montana,US,2021-04-01 4:27,46.2097322,-107.2666516,55,1,,,"Treasure, Montana, US",7902.298851,1.818181818
Montana,US,2021-04-01 4:27,,,0,0,,,"Unassigned, Montana, US",,
Montana,US,2021-04-01 4:27,48.36435097,-106.6669635,866,11,,,"Valley, Montana, US",11709.03191,1.270207852
Montana,US,2021-04-01 4:27,46.46652491,-109.8464636,175,7,,,"Wheatland, Montana, US",8231.420508,4
Montana,US,2021-04-01 4:27,46.95925154,-104.2510927,119,6,,,"Wibaux, Montana, US",12280.70175,5.042016807
